Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Integer>> bonusForDoubleLetter=word -> toBeMaxed.apply(word).flatMap(scoreOfALetter).reduce(Integer::max);" is 128.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Integer>> score3=word -> Maybe.merge(Arrays.asList(score2.apply(word).map(v -> v * 2)`bonusForDoubleLetter.apply(word).map(v -> v * 2)`Maybe.just(word.length() == 7 ? 50 : 0))).reduce(Integer::sum);" is 220.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<Function<String`Maybe<Integer>>`Single<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> Flowable.fromIterable(() -> shakespeareWords.iterator()).filter(scrabbleWords::contains).filter(word -> checkBlanks.apply(word).blockingGet()).collect(() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 379.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.apply(score3).flatMapPublisher(map -> Flowable.fromIterable(() -> map.entrySet().iterator())).take(3).collect(() -> new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 241.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 5,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 5,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 2L,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 2,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 2,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 7,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 50,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`MutableLong>`Integer> letterScore=entry -> letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']);" is 191.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<String`IObservable<HashMap<Integer`MutableLong>>> histoOfLetters=word -> toIntegerIx.apply(word).collect(() -> new HashMap<>()`( HashMap<Integer`MutableLong> map` Integer value) -> {" is 191.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`MutableLong>`Long> blank=entry -> Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']);" is 142.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<String`IObservable<Long>> nBlanks=word -> histoOfLetters.apply(word).flatMapIterable(map -> map.entrySet()).map(blank).sumLong();" is 138.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<String`IObservable<Integer>> score2=word -> histoOfLetters.apply(word).flatMapIterable(map -> map.entrySet()).map(letterScore).sumInt();" is 145.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<String`IObservable<Integer>> score3=word -> IObservable.concatArray(score2.apply(word)`bonusForDoubleLetter.apply(word)).sumInt().map(v -> 2 * v + (word.length() == 7 ? 50 : 0));" is 187.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "Function<Function<String`IObservable<Integer>>`IObservable<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> IObservable.fromIterable(shakespeareWords).filter(scrabbleWords::contains).filter(word -> checkBlanks.apply(word).first()).collect(() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 370.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.apply(score3).flatMapIterable(map -> map.entrySet()).take(3).collect(() -> new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 200.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 5,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 5,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 2L,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 2,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 7,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 50,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIObsOpt,measureThroughput,Magic Number,The method contains a magic number: 3,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`LongWrapper>`Observable<Integer>> letterScore=entry -> Observable.just(letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']));" is 220.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Observable<Integer>> toIntegerObservable=string -> Observable.fromIterable(IterableSpliterator.of(string.chars().boxed().spliterator()));" is 153.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Single<HashMap<Integer`LongWrapper>>> histoOfLetters=word -> toIntegerObservable.apply(word).collect(() -> new HashMap<>()`( HashMap<Integer`LongWrapper> map` Integer value) -> {" is 194.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`LongWrapper>`Observable<Long>> blank=entry -> Observable.just(Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']));" is 171.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Long>> nBlanks=word -> histoOfLetters.apply(word).flatMapObservable(map -> Observable.fromIterable(() -> map.entrySet().iterator())).flatMap(blank).reduce(Long::sum);" is 188.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Integer>> score2=word -> histoOfLetters.apply(word).flatMapObservable(map -> Observable.fromIterable(() -> map.entrySet().iterator())).flatMap(letterScore).reduce(Integer::sum);" is 199.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Observable<Integer>> first3=word -> Observable.fromIterable(IterableSpliterator.of(word.chars().boxed().limit(3).spliterator()));" is 145.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Observable<Integer>> last3=word -> Observable.fromIterable(IterableSpliterator.of(word.chars().boxed().skip(3).spliterator()));" is 143.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Observable<Integer>> toBeMaxed=word -> Observable.just(first3.apply(word)`last3.apply(word)).flatMap(observable -> observable);" is 143.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Integer>> bonusForDoubleLetter=word -> toBeMaxed.apply(word).flatMap(scoreOfALetter).reduce(Integer::max);" is 128.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Integer>> score3=word -> Observable.fromArray(score2.apply(word)`score2.apply(word)`bonusForDoubleLetter.apply(word)`bonusForDoubleLetter.apply(word)`Maybe.just(word.length() == 7 ? 50 : 0)).flatMap(observable -> observable.toObservable()).reduce(Integer::sum);" is 283.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "Function<Function<String`Maybe<Integer>>`Single<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> Observable.fromIterable(() -> shakespeareWords.iterator()).filter(scrabbleWords::contains).filter(word -> checkBlanks.apply(word).blockingGet()).collect(() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 381.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.apply(score3).flatMapObservable(map -> Observable.fromIterable(() -> map.entrySet().iterator())).take(3).collect(() -> new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 244.,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 5,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 5,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 2L,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 3,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 3,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 7,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 50,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Observable,measureThroughput,Magic Number,The method contains a magic number: 3,37
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "ToIntFunction<Entry<Integer`Long>> letterScore=entry -> letterScores[entry.getKey() - 'a'] * Integer.min(entry.getValue().intValue()`scrabbleAvailableLetters[entry.getKey() - 'a']);" is 181.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Map<Integer`Long>> histoOfLetters=word -> word.chars().boxed().collect(Collectors.groupingBy(Function.identity()`Collectors.counting()));" is 153.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "ToLongFunction<Entry<Integer`Long>> blank=entry -> Long.max(0L`entry.getValue() - scrabbleAvailableLetters[entry.getKey() - 'a']);" is 130.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "Function<String`IntStream> toBeMaxed=word -> Stream.of(first3.apply(word)`last3.apply(word)).flatMapToInt(Function.identity());" is 127.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Integer> score3=word -> 2 * (score2.apply(word) + bonusForDoubleLetter.applyAsInt(word)) + (word.length() == 7 ? 50 : 0);" is 137.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "Function<Function<String`Integer>`Map<Integer`List<String>>> buildHistoOnScore=score -> buildShakerspeareWordsStream().filter(scrabbleWords::contains).filter(checkBlanks).collect(Collectors.groupingBy(score`() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`Collectors.toList()));" is 296.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList=buildHistoOnScore.apply(score3).entrySet().stream().limit(3).collect(Collectors.toList());" is 134.,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 5,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 5,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 2,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 3,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 4,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 2,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 7,35
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithStreamsBeta,measureThroughput,Magic Number,The method contains a magic number: 50,35
